,model,price,mileage,cylinder,daysOnMarket,city,dealer,year,trim,driveline,transmission
257,toyota_camry,22998,57592.0,4.0,8,Richardson,Toyota of Richardson,2022,SE,FWD,automatic
258,toyota_tundra,56078,5.0,6.0,62,Dallas,Toyota of Dallas,2025,SR5,RWD,automatic
259,toyota_tundra,60112,7.0,6.0,80,Dallas,Toyota of Dallas,2025,SR5,4X4,automatic
260,toyota_tundra,57616,5.0,6.0,98,Dallas,Toyota of Dallas,2025,SR5,4X4,automatic
261,toyota_tundra,54184,3.0,6.0,57,Richardson,Toyota of Richardson,2025,SR5,4X4,automatic
262,toyota_corolla,24078,5.0,4.0,316,Dallas,Toyota of Dallas,2024,LE,FWD,automatic
263,toyota_corolla,24874,24.0,4.0,3,Dallas,Toyota of Dallas,2025,LE,FWD,automatic
264,toyota_sequoia,82830,,6.0,316,Dallas,Toyota of Dallas,2024,Platinum,4X4,automatic
265,toyota_corolla,20998,16368.0,4.0,30,Richardson,Toyota of Richardson,2022,LE,FWD,automatic
266,toyota_4_runner,31511,60534.0,6.0,10,Dallas,Toyota of Dallas,2019,SR5,RWD,automatic
267,toyota_rav4 hybrid,45342,,4.0,316,Dallas,Toyota of Dallas,2024,Limited,AWD,automatic
268,toyota_gr corolla,41685,6683.0,3.0,27,Richardson,Toyota of Richardson,2024,Circuit Edition,AWD,manual
269,toyota_gr corolla,38684,21801.0,3.0,64,Dallas,Toyota of Dallas,2023,Circuit Edition,AWD,manual
270,toyota_rav4 hybrid,31241,45835.0,4.0,99,Dallas,Toyota of Dallas,2022,XLE Premium,AWD,automatic
271,toyota_grand highlander,47165,5.0,4.0,0,Dallas,Toyota of Dallas,2024,XLE,FWD,automatic
272,toyota_rav4,22721,54345.0,4.0,16,Richardson,Toyota of Richardson,2019,LE,FWD,automatic
273,toyota_tacoma,39853,5.0,4.0,195,Dallas,Toyota of Dallas,2024,SR5,RWD,automatic
274,toyota_tacoma,39338,3.0,4.0,37,Richardson,Toyota of Richardson,2024,SR,4X4,automatic
275,toyota_camry,41360,2.0,4.0,9,Richardson,Toyota of Richardson,2025,XLE,FWD,automatic
276,toyota_camry,41724,7.0,4.0,7,Dallas,Toyota of Dallas,2025,XLE,FWD,automatic
277,toyota_camry,41193,2.0,4.0,9,Richardson,Toyota of Richardson,2025,XSE,FWD,automatic
278,toyota_camry,25791,24865.0,4.0,14,Dallas,Toyota of Dallas,2024,SE,FWD,automatic
279,toyota_highlander hybrid,39992,39829.0,4.0,14,Dallas,Toyota of Dallas,2023,XLE,FWD,automatic
280,toyota_sienna,45998,23996.0,4.0,16,Richardson,Toyota of Richardson,2024,XLE 7-Passenger,FWD,automatic
281,toyota_tundra,65118,7.0,6.0,56,Dallas,Toyota of Dallas,2025,Limited,4X4,automatic
282,toyota_tundra,50777,3.0,6.0,70,Richardson,Toyota of Richardson,2025,SR5,RWD,automatic
283,toyota_tundra,54498,5.0,6.0,37,Richardson,Toyota of Richardson,2025,SR5,4X4,automatic
284,toyota_tundra,56713,3.0,6.0,70,Richardson,Toyota of Richardson,2025,SR5,4X4,automatic
285,toyota_tundra,56630,3.0,6.0,70,Richardson,Toyota of Richardson,2025,SR5,4X4,automatic
286,toyota_tundra,54437,3.0,6.0,70,Richardson,Toyota of Richardson,2025,SR5,4X4,automatic
287,toyota_tundra,54998,21936.0,6.0,16,Richardson,Toyota of Richardson,2023,1794 Edition HV,4X4,automatic
288,toyota_corolla,18506,61335.0,4.0,34,Dallas,Toyota of Dallas,2021,LE,FWD,automatic
289,toyota_corolla cross,27855,4788.0,4.0,20,Richardson,Toyota of Richardson,2022,XLE,FWD,automatic
290,toyota_4_runner,53190,5.0,6.0,195,Dallas,Toyota of Dallas,2024,SR5 Premium,4X4,automatic
291,toyota_4_runner,48963,5.0,6.0,195,Dallas,Toyota of Dallas,2024,TRD Sport,4X4,automatic
292,toyota_rav4 hybrid,24855,43825.0,4.0,16,Richardson,Toyota of Richardson,2017,Limited,AWD,automatic
293,toyota_rav4,32271,10.0,4.0,17,Houston,Joe Myers Toyota,2025,LE,FWD,automatic
294,toyota_rav4,29691,24235.0,2.0,14,Houston,Joe Myers Toyota,2024,XLE,FWD,automatic
295,toyota_tacoma,53876,10.0,4.0,114,Houston,Joe Myers Toyota,2024,TRD Off-Road,4X4,automatic
296,toyota_camry,24691,23894.0,4.0,15,Houston,Joe Myers Toyota,2024,LE,FWD,automatic
297,toyota_camry,34035,10.0,4.0,17,Houston,Joe Myers Toyota,2025,SE,FWD,automatic
298,toyota_camry,34035,10.0,4.0,17,Houston,Joe Myers Toyota,2025,SE,FWD,automatic
299,toyota_camry,24955,26762.0,4.0,15,Houston,Joe Myers Toyota,2023,SE,FWD,automatic
300,toyota_corolla,19455,36287.0,4.0,18,Houston,Joe Myers Toyota,2023,LE,FWD,automatic
301,toyota_corolla,23455,525.0,4.0,18,Houston,Joe Myers Toyota,2025,LE,FWD,automatic
302,toyota_corolla cross hybrid,35720,10.0,4.0,17,Houston,Joe Myers Toyota,2024,XSE,AWD,automatic
303,toyota_tacoma,37880,21856.0,6.0,1,Dallas,Toyota of Dallas,2021,SR V6,4X4,automatic
304,toyota_camry,17520,104712.0,4.0,1,Dallas,Toyota of Dallas,2021,LE,FWD,automatic
305,toyota_camry,44127,5.0,4.0,35,Dallas,Toyota of Dallas,2025,XSE,FWD,automatic
306,toyota_camry,33988,1002.0,4.0,5,Richardson,Toyota of Richardson,2025,XLE,FWD,automatic
307,toyota_camry,32927,25215.0,4.0,1,Dallas,Toyota of Dallas,2024,XSE,FWD,automatic
308,toyota_tundra,34685,81500.0,8.0,14,Richardson,Toyota of Richardson,2021,SR5,4X4,automatic
309,toyota_tundra,43556,14963.0,6.0,16,Dallas,Toyota of Dallas,2024,SR5,RWD,automatic
310,toyota_corolla,22748,340.0,4.0,50,Richardson,Toyota of Richardson,2025,LE,FWD,automatic
311,toyota_corolla,9882,126612.0,4.0,1,Dallas,Toyota of Dallas,2015,L,FWD,manual
312,toyota_corolla,19096,54242.0,4.0,49,Dallas,Toyota of Dallas,2022,LE,FWD,automatic
313,toyota_prius c,14988,74087.0,4.0,5,Richardson,Toyota of Richardson,2015,Four,FWD,automatic
314,toyota_rav4,32998,39949.0,4.0,18,Richardson,Toyota of Richardson,2022,Limited,AWD,automatic
315,toyota_tacoma,49342,7.0,4.0,105,Dallas,Toyota of Dallas,2024,TRD Off-Road,4X4,automatic
316,toyota_camry,36084,6.0,4.0,34,Dallas,Toyota of Dallas,2025,SE,FWD,automatic
317,toyota_camry,26274,9204.0,4.0,52,Richardson,Toyota of Richardson,2024,SE,FWD,automatic
318,toyota_camry,30998,18608.0,6.0,44,Richardson,Toyota of Richardson,2022,TRD,FWD,automatic
319,toyota_tacoma,27988,79585.0,6.0,10,Richardson,Toyota of Richardson,2017,SR V6,4X4,automatic
320,toyota_tacoma,27988,79585.0,6.0,10,Richardson,Toyota of Richardson,2017,SR V6,4X4,automatic
321,toyota_prius,39332,2.0,4.0,15,Richardson,Toyota of Richardson,2024,Limited,FWD,automatic
322,toyota_land cruiser,60172,5.0,4.0,15,Richardson,Toyota of Richardson,2025,1958,4X4,automatic
323,toyota_4_runner,34760,73763.0,6.0,6,Dallas,Toyota of Dallas,2021,SR5,4X4,automatic
324,toyota_tacoma,68190,4.0,4.0,0,Richardson,Toyota of Richardson,2024,TRD Pro HV,4X4,automatic
325,toyota_tacoma,37880,21856.0,6.0,1,Dallas,Toyota of Dallas,2021,SR V6,4X4,automatic
326,toyota_camry,17520,104712.0,4.0,1,Dallas,Toyota of Dallas,2021,LE,FWD,automatic
327,toyota_4_runner,39391,42607.0,6.0,24,Houston,Joe Myers Toyota,2023,TRD Off-Road,4X4,automatic
328,toyota_rav4,32553,,4.0,1,Sanford,Seminole Toyota,2025,XLE,FWD,automatic
329,toyota_tacoma,33395,52574.0,6.0,15,Deerfield Beach,Toyota of Deerfield Beach,2022,SR5 V6,4X4,automatic
330,toyota_tacoma,44138,2.0,4.0,23,Deerfield Beach,Toyota of Deerfield Beach,2024,TRD Sport,4X4,automatic
331,toyota_tacoma,53668,2.0,4.0,23,Deerfield Beach,Toyota of Deerfield Beach,2024,Limited,4X4,automatic
332,toyota_camry,20597,35050.0,4.0,5,Deerfield Beach,Toyota of Deerfield Beach,2019,L,FWD,automatic
333,toyota_camry,30313,2.0,4.0,7,Deerfield Beach,Toyota of Deerfield Beach,2025,LE,FWD,automatic
334,toyota_camry,31173,,4.0,1,Sanford,Seminole Toyota,2025,LE,FWD,automatic
335,toyota_camry,30433,2.0,4.0,7,Deerfield Beach,Toyota of Deerfield Beach,2025,LE,FWD,automatic
336,toyota_camry,35908,2.0,4.0,7,Deerfield Beach,Toyota of Deerfield Beach,2025,XLE,FWD,automatic
337,toyota_camry,30234,2.0,4.0,7,Deerfield Beach,Toyota of Deerfield Beach,2025,LE,FWD,automatic
338,toyota_camry,39161,,4.0,42,Sanford,Seminole Toyota,2025,XSE,FWD,automatic
339,toyota_camry,33170,2.0,4.0,7,Deerfield Beach,Toyota of Deerfield Beach,2025,SE,FWD,automatic
340,toyota_highlander,49502,2.0,4.0,7,Deerfield Beach,Toyota of Deerfield Beach,2025,XLE,FWD,automatic
341,toyota_tundra,68701,5.0,6.0,23,Deerfield Beach,Toyota of Deerfield Beach,2025,1794 Edition,4X4,automatic
342,toyota_corolla,29364,2.0,4.0,7,Deerfield Beach,Toyota of Deerfield Beach,2025,LE,FWD,automatic
343,toyota_corolla,23060,2.0,4.0,7,Deerfield Beach,Toyota of Deerfield Beach,2025,LE,FWD,automatic
344,toyota_corolla,24009,2.0,4.0,23,Deerfield Beach,Toyota of Deerfield Beach,2025,LE,FWD,automatic
345,toyota_corolla,24159,2.0,4.0,23,Deerfield Beach,Toyota of Deerfield Beach,2025,LE,FWD,automatic
346,toyota_corolla,23659,,4.0,1,Sanford,Seminole Toyota,2025,LE,FWD,automatic
347,toyota_corolla,15695,64558.0,4.0,18,Sanford,Seminole Toyota,2021,LE,FWD,automatic
348,toyota_corolla,16795,56158.0,4.0,28,Deerfield Beach,Toyota of Deerfield Beach,2020,SE,FWD,automatic
349,toyota_prius prime,38637,,4.0,30,Sanford,Seminole Toyota,2024,XSE,FWD,automatic
350,toyota_land cruiser,60847,2.0,4.0,23,Deerfield Beach,Toyota of Deerfield Beach,2025,1958,4X4,automatic
351,toyota_rav4 hybrid,41314,2.0,4.0,23,Deerfield Beach,Toyota of Deerfield Beach,2024,XSE,AWD,automatic
352,toyota_rav4,29574,10.0,4.0,14,Phoenix,Camelback Toyota,2025,LE,FWD,automatic
353,toyota_rav4,21174,57515.0,4.0,4,Phoenix,Camelback Toyota,2017,XLE,AWD,automatic
354,toyota_tacoma,31488,67062.0,6.0,25,Phoenix,Camelback Toyota,2021,SR5 V6,4X4,automatic
355,toyota_tacoma,48606,14.0,4.0,56,Phoenix,Camelback Toyota,2024,TRD Sport,4X4,automatic
356,toyota_tacoma,48238,14.0,4.0,14,Phoenix,Camelback Toyota,2024,TRD Sport,4X4,automatic
357,toyota_camry,31313,10.0,4.0,14,Phoenix,Camelback Toyota,2025,SE,FWD,automatic
358,toyota_camry,23309,74975.0,4.0,5,Phoenix,Camelback Toyota,2021,SE,FWD,automatic
359,toyota_corolla,20888,25707.0,4.0,16,Phoenix,Camelback Toyota,2023,LE,FWD,automatic
360,toyota_land cruiser,61672,7.0,4.0,29,Dallas,Toyota of Dallas,2025,1958,4X4,automatic
361,toyota_4_runner,43998,47429.0,6.0,6,Richardson,Toyota of Richardson,2019,TRD Pro,4X4,automatic
362,toyota_4_runner,41998,45542.0,6.0,15,Richardson,Toyota of Richardson,2020,Limited,AWD,automatic
363,toyota_rav4,23685,70299.0,4.0,6,Richardson,Toyota of Richardson,2019,XLE Premium,FWD,automatic
364,toyota_rav4,24988,33503.0,4.0,6,Richardson,Toyota of Richardson,2019,XLE,FWD,automatic
365,toyota_corolla hatchback,25903,23756.0,4.0,77,Dallas,Toyota of Dallas,2024,XSE,FWD,automatic
366,toyota_tacoma,42562,3.0,4.0,36,Richardson,Toyota of Richardson,2024,SR5,4X4,automatic
367,toyota_camry,17637,71822.0,4.0,3,Richardson,Toyota of Richardson,2017,SE,FWD,automatic
368,toyota_camry,26518,29580.0,4.0,9,Dallas,Toyota of Dallas,2023,SE,FWD,automatic
369,toyota_highlander hybrid,50990,20385.0,4.0,3,Richardson,Toyota of Richardson,2023,Platinum,AWD,automatic
370,toyota_highlander,31538,27933.0,6.0,3,Richardson,Toyota of Richardson,2022,LE,FWD,automatic
371,toyota_tundra,50691,3.0,6.0,65,Richardson,Toyota of Richardson,2025,SR5,RWD,automatic
372,toyota_tundra,53977,7.0,6.0,65,Dallas,Toyota of Dallas,2025,SR5,RWD,automatic
373,toyota_tundra,57816,7.0,6.0,57,Dallas,Toyota of Dallas,2025,SR5,4X4,automatic
374,toyota_tundra,56713,3.0,6.0,87,Richardson,Toyota of Richardson,2025,SR5,4X4,automatic
375,toyota_corolla,23775,5.0,4.0,91,Dallas,Toyota of Dallas,2024,LE,FWD,automatic
376,toyota_corolla cross hybrid,33526,7.0,4.0,65,Dallas,Toyota of Dallas,2024,Nightshade,AWD,automatic
377,toyota_land cruiser,61672,2.0,4.0,57,Dallas,Toyota of Dallas,2025,1958,4X4,
378,toyota_rav4,14988,86331.0,4.0,3,Richardson,Toyota of Richardson,2015,XLE,AWD,automatic
379,toyota_tundra,47990,41374.0,8.0,0,Richardson,Toyota of Richardson,2020,Platinum,4X4,automatic
380,toyota_rav4,32553,,4.0,1,Sanford,Seminole Toyota,2025,XLE,FWD,automatic
381,toyota_tacoma,33395,52574.0,6.0,15,Deerfield Beach,Toyota of Deerfield Beach,2022,SR5 V6,4X4,automatic
382,toyota_tacoma,44138,2.0,4.0,23,Deerfield Beach,Toyota of Deerfield Beach,2024,TRD Sport,4X4,automatic
383,toyota_tacoma,53668,2.0,4.0,23,Deerfield Beach,Toyota of Deerfield Beach,2024,Limited,4X4,automatic
384,toyota_camry,20597,35050.0,4.0,5,Deerfield Beach,Toyota of Deerfield Beach,2019,L,FWD,automatic
385,toyota_camry,30313,2.0,4.0,7,Deerfield Beach,Toyota of Deerfield Beach,2025,LE,FWD,automatic
386,toyota_camry,31173,,4.0,1,Sanford,Seminole Toyota,2025,LE,FWD,automatic
387,toyota_camry,30433,2.0,4.0,7,Deerfield Beach,Toyota of Deerfield Beach,2025,LE,FWD,automatic
388,toyota_camry,35908,2.0,4.0,7,Deerfield Beach,Toyota of Deerfield Beach,2025,XLE,FWD,automatic
389,toyota_camry,30234,2.0,4.0,7,Deerfield Beach,Toyota of Deerfield Beach,2025,LE,FWD,automatic
390,toyota_camry,39161,,4.0,42,Sanford,Seminole Toyota,2025,XSE,FWD,automatic
391,toyota_camry,33170,2.0,4.0,7,Deerfield Beach,Toyota of Deerfield Beach,2025,SE,FWD,automatic
392,toyota_highlander,49502,2.0,4.0,7,Deerfield Beach,Toyota of Deerfield Beach,2025,XLE,FWD,automatic
393,toyota_tundra,68701,5.0,6.0,23,Deerfield Beach,Toyota of Deerfield Beach,2025,1794 Edition,4X4,automatic
394,toyota_corolla,29364,2.0,4.0,7,Deerfield Beach,Toyota of Deerfield Beach,2025,LE,FWD,automatic
395,toyota_corolla,23060,2.0,4.0,7,Deerfield Beach,Toyota of Deerfield Beach,2025,LE,FWD,automatic
396,toyota_corolla,24009,2.0,4.0,23,Deerfield Beach,Toyota of Deerfield Beach,2025,LE,FWD,automatic
397,toyota_corolla,24159,2.0,4.0,23,Deerfield Beach,Toyota of Deerfield Beach,2025,LE,FWD,automatic
398,toyota_corolla,23659,,4.0,1,Sanford,Seminole Toyota,2025,LE,FWD,automatic
399,toyota_corolla,15695,64558.0,4.0,18,Sanford,Seminole Toyota,2021,LE,FWD,automatic
400,toyota_corolla,16795,56158.0,4.0,28,Deerfield Beach,Toyota of Deerfield Beach,2020,SE,FWD,automatic
401,toyota_prius prime,38637,,4.0,30,Sanford,Seminole Toyota,2024,XSE,FWD,automatic
402,toyota_land cruiser,60847,2.0,4.0,23,Deerfield Beach,Toyota of Deerfield Beach,2025,1958,4X4,automatic
403,toyota_rav4 hybrid,41314,2.0,4.0,23,Deerfield Beach,Toyota of Deerfield Beach,2024,XSE,AWD,automatic
404,toyota_rav4,29574,10.0,4.0,14,Phoenix,Camelback Toyota,2025,LE,FWD,automatic
405,toyota_rav4,21174,57515.0,4.0,4,Phoenix,Camelback Toyota,2017,XLE,AWD,automatic
406,toyota_tacoma,31488,67062.0,6.0,25,Phoenix,Camelback Toyota,2021,SR5 V6,4X4,automatic
407,toyota_tacoma,48606,14.0,4.0,56,Phoenix,Camelback Toyota,2024,TRD Sport,4X4,automatic
408,toyota_tacoma,48238,14.0,4.0,14,Phoenix,Camelback Toyota,2024,TRD Sport,4X4,automatic
409,toyota_camry,31313,10.0,4.0,14,Phoenix,Camelback Toyota,2025,SE,FWD,automatic
410,toyota_camry,23309,74975.0,4.0,5,Phoenix,Camelback Toyota,2021,SE,FWD,automatic
411,toyota_corolla,20888,25707.0,4.0,16,Phoenix,Camelback Toyota,2023,LE,FWD,automatic
412,toyota_corolla,23667,10.0,4.0,17,Phoenix,Camelback Toyota,2025,LE,FWD,automatic
413,toyota_prius,28888,10.0,4.0,17,Phoenix,Camelback Toyota,2024,LE,FWD,automatic
414,toyota_corolla hybrid,27158,10.0,4.0,2,Phoenix,Camelback Toyota,2025,SE,FWD,
415,toyota_rav4 hybrid,39044,10.0,4.0,2,Phoenix,Camelback Toyota,2025,XLE Premium,AWD,
416,toyota_rav4 hybrid,34569,10.0,4.0,14,Phoenix,Camelback Toyota,2025,XLE,AWD,
417,toyota_rav4 hybrid,35399,10.0,4.0,17,Phoenix,Camelback Toyota,2024,XLE,AWD,automatic
418,toyota_rav4,20512,87446.0,4.0,5,Phoenix,Camelback Toyota,2018,XLE,FWD,automatic
419,toyota_rav4 hybrid,38068,10.0,4.0,13,Phoenix,Camelback Toyota,2025,SE,AWD,automatic
420,toyota_rav4,16919,106643.0,4.0,2,Phoenix,Camelback Toyota,2015,XLE,FWD,automatic
421,toyota_camry,32874,10.0,4.0,12,Phoenix,Camelback Toyota,2025,SE,FWD,automatic
422,toyota_camry,31493,10.0,4.0,13,Phoenix,Camelback Toyota,2025,SE,FWD,automatic
423,toyota_sienna,53320,14.0,4.0,13,Phoenix,Camelback Toyota,2025,Woodland Edition,AWD,
424,toyota_sienna,47994,53063.0,4.0,2,Phoenix,Camelback Toyota,2024,XLE 7-Passenger,FWD,automatic
425,toyota_tundra,50200,14.0,6.0,41,Phoenix,Camelback Toyota,2025,SR5,4X4,automatic
426,toyota_tundra,53519,14.0,6.0,41,Phoenix,Camelback Toyota,2025,SR5,4X4,automatic
427,toyota_tundra,50163,10.0,6.0,13,Phoenix,Camelback Toyota,2025,SR5,4X4,automatic
428,toyota_tundra,61554,10.0,6.0,13,Phoenix,Camelback Toyota,2025,Limited,4X4,automatic
429,toyota_tundra,65357,10.0,6.0,12,Phoenix,Camelback Toyota,2025,Limited,4X4,automatic
430,toyota_corolla hybrid,24648,10.0,4.0,41,Phoenix,Camelback Toyota,2025,LE,FWD,
431,toyota_land cruiser,59098,14.0,4.0,41,Phoenix,Camelback Toyota,2025,1958,4X4,
432,toyota_rav4 hybrid,37629,10.0,4.0,41,Phoenix,Camelback Toyota,2024,SE,AWD,automatic
433,toyota_corolla cross hybrid,33510,10.0,4.0,0,Phoenix,Camelback Toyota,2025,XSE,AWD,automatic
434,toyota_prius,30313,10.0,4.0,0,Phoenix,Camelback Toyota,2024,LE,AWD,automatic
435,toyota_rav4 hybrid,36665,10.0,4.0,0,Phoenix,Camelback Toyota,2025,SE,AWD,
436,toyota_corolla hatchback,28991,10.0,4.0,0,Phoenix,Camelback Toyota,2025,XSE,FWD,automatic
437,toyota_rav4,37761,,4.0,3,Sanford,Seminole Toyota,2025,XLE Premium,FWD,automatic
438,toyota_tacoma,43003,,4.0,3,Sanford,Seminole Toyota,2024,SR5,4X4,automatic
439,toyota_camry hybrid,25295,39261.0,4.0,37,Deerfield Beach,Toyota of Deerfield Beach,2022,SE,FWD,automatic
440,toyota_tundra,55950,,6.0,45,Sanford,Seminole Toyota,2025,SR5,4X4,automatic
441,toyota_tacoma,48179,10.0,4.0,24,Phoenix,Camelback Toyota,2024,TRD Sport,4X4,automatic
442,toyota_tacoma,65164,10.0,4.0,24,Phoenix,Camelback Toyota,2024,Trailhunter HV,4X4,automatic
443,toyota_camry,39694,10.0,4.0,6,Phoenix,Camelback Toyota,2025,XSE,AWD,automatic
444,toyota_sienna,48220,10.0,4.0,6,Phoenix,Camelback Toyota,2025,XLE 7 Passenger,FWD,automatic
445,toyota_sequoia,82910,14.0,6.0,40,Phoenix,Camelback Toyota,2025,TRD Pro,4X4,automatic
446,toyota_prius,24888,25909.0,4.0,20,Phoenix,Camelback Toyota,2022,LE,FWD,automatic
447,toyota_rav4,37266,2.0,4.0,2,Deerfield Beach,Toyota of Deerfield Beach,2025,XLE Premium,FWD,automatic
448,toyota_rav4,30495,10170.0,4.0,9,Sanford,Seminole Toyota,2024,XLE,FWD,automatic
449,toyota_tacoma,43003,,4.0,101,Sanford,Seminole Toyota,2024,SR5,4X4,automatic
450,toyota_camry,20595,48582.0,4.0,10,Deerfield Beach,Toyota of Deerfield Beach,2022,LE,FWD,automatic
451,toyota_rav4 hybrid,31491,12125.0,4.0,5,Sanford,Seminole Toyota,2024,LE,AWD,automatic
452,toyota_tundra,60736,,6.0,35,Sanford,Seminole Toyota,2025,SR5,4X4,automatic
453,toyota_prius,34070,,4.0,35,Sanford,Seminole Toyota,2024,XLE,FWD,automatic
454,toyota_rav4 hybrid,34388,5.0,4.0,15,Deerfield Beach,Toyota of Deerfield Beach,2024,XLE,AWD,automatic
455,toyota_rav4,34951,,4.0,0,Sanford,Seminole Toyota,2025,XLE,FWD,automatic
456,toyota_corolla,29014,,4.0,0,Sanford,Seminole Toyota,2025,FX,FWD,automatic
457,toyota_corolla,26249,,4.0,0,Sanford,Seminole Toyota,2025,SE,FWD,automatic
458,toyota_camry,35427,,4.0,41,Sanford,Seminole Toyota,2025,SE,FWD,automatic
459,toyota_camry,20995,43101.0,4.0,67,Deerfield Beach,Toyota of Deerfield Beach,2020,XLE,FWD,automatic
460,toyota_tundra,57244,89542.0,6.0,8,Richardson,Toyota of Richardson,2025,Limited,4X4,automatic
461,toyota_tundra,39532,2.0,6.0,23,Richardson,Toyota of Richardson,2025,SR,RWD,automatic
462,toyota_tundra,53960,2.0,6.0,16,Richardson,Toyota of Richardson,2025,SR5,4X4,automatic
463,toyota_tundra,54498,3.0,6.0,49,Richardson,Toyota of Richardson,2025,SR5,4X4,automatic
464,toyota_corolla cross hybrid,31590,5.0,4.0,33,Dallas,Toyota of Dallas,2024,S,AWD,automatic
465,toyota_crown signia,51902,2.0,4.0,8,Richardson,Toyota of Richardson,2025,Limited,AWD,automatic
466,toyota_prius prime,23810,64923.0,4.0,2,Dallas,Toyota of Dallas,2021,Limited,FWD,automatic
467,toyota_land cruiser,60172,4.0,4.0,12,Richardson,Toyota of Richardson,2025,1958,4X4,automatic
468,toyota_rav4 hybrid,43971,5.0,4.0,136,Dallas,Toyota of Dallas,2024,Limited,AWD,automatic
469,toyota_rav4,31945,10.0,4.0,3,Richardson,Toyota of Richardson,2025,LE,AWD,automatic
470,toyota_rav4 hybrid,33585,30040.0,4.0,27,Richardson,Toyota of Richardson,2024,XLE,AWD,automatic
471,toyota_tacoma,39252,3.0,4.0,52,Richardson,Toyota of Richardson,2024,SR5,RWD,automatic
472,toyota_tacoma,42587,7.0,4.0,98,Dallas,Toyota of Dallas,2024,TRD Sport,RWD,automatic
473,toyota_tacoma,49479,2.0,4.0,28,Richardson,Toyota of Richardson,2024,TRD Sport HV,4X4,automatic
474,toyota_camry,24526,51590.0,4.0,2,Dallas,Toyota of Dallas,2022,SE,FWD,automatic
475,toyota_camry hybrid,23518,68110.0,4.0,40,Richardson,Toyota of Richardson,2023,SE,FWD,automatic
476,toyota_grand highlander,55148,,4.0,45,Dallas,Toyota of Dallas,2024,Limited,FWD,automatic
477,toyota_grand highlander,55267,,4.0,45,Dallas,Toyota of Dallas,2024,Limited,AWD,automatic
478,toyota_sienna,34855,54900.0,6.0,10,Richardson,Toyota of Richardson,2020,XLE 8-Passenger,FWD,automatic
479,toyota_tundra,32827,153648.0,8.0,2,Dallas,Toyota of Dallas,2021,SR5,4X4,automatic
480,toyota_tundra,58011,7.0,6.0,98,Dallas,Toyota of Dallas,2025,SR5,4X4,automatic
481,toyota_tundra,57616,5.0,6.0,98,Dallas,Toyota of Dallas,2025,SR5,4X4,automatic
482,toyota_tundra,54184,3.0,6.0,57,Richardson,Toyota of Richardson,2025,SR5,4X4,automatic
483,toyota_corolla,24078,5.0,4.0,316,Dallas,Toyota of Dallas,2024,LE,FWD,automatic
484,toyota_corolla,24874,24.0,4.0,3,Dallas,Toyota of Dallas,2025,LE,FWD,automatic
485,toyota_sequoia,82830,,6.0,316,Dallas,Toyota of Dallas,2024,Platinum,4X4,automatic
486,toyota_corolla,20998,16368.0,4.0,30,Richardson,Toyota of Richardson,2022,LE,FWD,automatic
487,toyota_4_runner,31511,60534.0,6.0,10,Dallas,Toyota of Dallas,2019,SR5,RWD,automatic
